Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
746	21:50:36	21:50:36	21:50:36	21:50:36	21:50:36	21:50:36			21:50:36	21:50:36	21:50:36	21:50:36	21:50:57	21:50:57	21:50:57	21:50:57	21:50:57	21:50:57			21:51:00	21:51:00		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:03	00:00:24
747	21:51:01	21:51:01	21:51:01	21:51:01	21:51:01	21:51:01			21:51:02	21:51:02	21:51:02	21:51:02	21:51:24	21:51:24	21:51:24	21:51:24	21:51:24	21:51:24			21:51:27	21:51:27		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
748	21:51:28	21:51:28	21:51:28	21:51:28	21:51:28	21:51:28			21:51:28	21:51:28	21:51:28	21:51:28	21:51:49	21:51:49	21:51:49	21:51:49	21:51:49	21:51:49			21:51:52	21:51:52		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
749	21:51:53	21:51:53	21:51:53	21:51:53	21:51:53	21:51:53			21:51:53	21:51:53	21:51:53	21:51:53	21:52:16	21:52:16	21:52:16	21:52:16	21:52:16	21:52:16			21:52:19	21:52:19		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
750	21:52:20	21:52:20	21:52:20	21:52:20	21:52:20	21:52:20			21:52:20	21:52:20	21:52:20	21:52:20	21:52:41	21:52:41	21:52:41	21:52:41	21:52:41	21:52:41	21:52:41	21:52:41	21:52:45	21:52:45		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00	00:00:00	00:00:04	00:00:25
751	21:52:47	21:52:47	21:52:47	21:52:47	21:52:47	21:52:47			21:52:47	21:52:47	21:52:47	21:52:47	21:53:07	21:53:07	21:53:07	21:53:07	21:53:07	21:53:07			21:53:10	21:53:10		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
752	21:53:11	21:53:11	21:53:11	21:53:11	21:53:11	21:53:11			21:53:11	21:53:11	21:53:11	21:53:11	21:53:33	21:53:33	21:53:33	21:53:33	21:53:33	21:53:33			21:53:35	21:53:35		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
753	21:53:37	21:53:37	21:53:37	21:53:37	21:53:37	21:53:37			21:53:37	21:53:37	21:53:37	21:53:37	21:53:57	21:53:57	21:53:57	21:53:57	21:53:57	21:53:57			21:54:00	21:54:00		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
754	21:54:01	21:54:01	21:54:01	21:54:01	21:54:01	21:54:01			21:54:01	21:54:01	21:54:02	21:54:02	21:54:22	21:54:22	21:54:23	21:54:23	21:54:23	21:54:23			21:54:25	21:54:25		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:24
755	21:54:27	21:54:27	21:54:27	21:54:27	21:54:27	21:54:27			21:54:27	21:54:27	21:54:27	21:54:27	21:54:48	21:54:48	21:54:48	21:54:48	21:54:48	21:54:48			21:54:51	21:54:51		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
756	21:54:52	21:54:52	21:54:52	21:54:52	21:54:52	21:54:52			21:54:52	21:54:52	21:54:52	21:54:52	21:55:13	21:55:13	21:55:13	21:55:13	21:55:13	21:55:13			21:55:16	21:55:16		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
757	21:55:17	21:55:17	21:55:18	21:55:18	21:55:18	21:55:18			21:55:18	21:55:18	21:55:18	21:55:18	21:55:38	21:55:38	21:55:38	21:55:38	21:55:38	21:55:38			21:55:41	21:55:41		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
758	21:55:42	21:55:42	21:55:42	21:55:42	21:55:42	21:55:42			21:55:42	21:55:42	21:55:42	21:55:42	21:56:03	21:56:03	21:56:03	21:56:03	21:56:03	21:56:03			21:56:06	21:56:06		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:24
759	21:56:08	21:56:08	21:56:08	21:56:08	21:56:08	21:56:08			21:56:08	21:56:08	21:56:08	21:56:08	21:56:28	21:56:28	21:56:28	21:56:28	21:56:28	21:56:28			21:56:31	21:56:31		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
760	21:56:32	21:56:32	21:56:32	21:56:32	21:56:32	21:56:32			21:56:32	21:56:32	21:56:32	21:56:32	21:56:53	21:56:53	21:56:53	21:56:53	21:56:54	21:56:54	21:56:54	21:56:54	21:57:00	21:57:00		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00	00:00:00	00:00:06	00:00:27
761	21:57:01	21:57:01	21:57:01	21:57:01	21:57:01	21:57:01			21:57:01	21:57:01	21:57:01	21:57:01	21:57:21	21:57:21	21:57:22	21:57:22	21:57:22	21:57:22			21:57:24	21:57:24		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
762	21:57:26	21:57:26	21:57:26	21:57:26	21:57:26	21:57:26			21:57:26	21:57:26	21:57:26	21:57:26	21:57:48	21:57:48	21:57:48	21:57:48	21:57:48	21:57:48			21:57:51	21:57:51		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
763	21:57:52	21:57:52	21:57:52	21:57:52	21:57:52	21:57:52			21:57:52	21:57:52	21:57:52	21:57:52	21:58:13	21:58:13	21:58:13	21:58:13	21:58:13	21:58:13			21:58:16	21:58:16		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
764	21:58:17	21:58:17	21:58:17	21:58:17	21:58:17	21:58:17			21:58:17	21:58:17	21:58:17	21:58:17	21:58:40	21:58:40	21:58:40	21:58:40	21:58:40	21:58:40			21:58:43	21:58:43		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
765	21:58:44	21:58:44	21:58:44	21:58:44	21:58:44	21:58:44			21:58:44	21:58:44	21:58:44	21:58:44	21:59:05	21:59:05	21:59:05	21:59:05	21:59:05	21:59:05			21:59:08	21:59:08		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
766	21:59:09	21:59:09	21:59:09	21:59:09	21:59:09	21:59:09			21:59:09	21:59:09	21:59:09	21:59:09	21:59:32	21:59:32	21:59:32	21:59:32	21:59:32	21:59:32			21:59:35	21:59:35		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
767	21:59:36	21:59:36	21:59:36	21:59:36	21:59:36	21:59:36			21:59:36	21:59:36	21:59:36	21:59:36	21:59:57	21:59:57	21:59:57	21:59:57	21:59:57	21:59:57			22:00:00	22:00:00		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
768	22:00:01	22:00:01	22:00:01	22:00:01	22:00:01	22:00:01			22:00:01	22:00:01	22:00:01	22:00:01	22:00:23	22:00:23	22:00:24	22:00:24	22:00:24	22:00:24			22:00:26	22:00:26		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
769	22:00:28	22:00:28	22:00:28	22:00:28	22:00:28	22:00:28			22:00:28	22:00:28	22:00:28	22:00:28	22:00:48	22:00:48	22:00:48	22:00:48	22:00:48	22:00:48			22:00:51	22:00:51		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
770	22:00:52	22:00:52	22:00:52	22:00:52	22:00:52	22:00:52			22:00:53	22:00:53	22:00:53	22:00:53	22:01:15	22:01:15	22:01:15	22:01:15	22:01:15	22:01:15	22:01:15	22:01:15	22:01:19	22:01:19		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00	00:00:00	00:00:04	00:00:26
771	22:01:20	22:01:20	22:01:20	22:01:20	22:01:20	22:01:20			22:01:21	22:01:21	22:01:21	22:01:21	22:01:41	22:01:41	22:01:41	22:01:41	22:01:41	22:01:41			22:01:44	22:01:44		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
772	22:01:45	22:01:45	22:01:45	22:01:45	22:01:45	22:01:45			22:01:45	22:01:45	22:01:45	22:01:45	22:02:06	22:02:06	22:02:06	22:02:06	22:02:06	22:02:06			22:02:09	22:02:09		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
773	22:02:10	22:02:10	22:02:10	22:02:10	22:02:10	22:02:10			22:02:10	22:02:10	22:02:10	22:02:10	22:02:31	22:02:31	22:02:31	22:02:31	22:02:31	22:02:31			22:02:34	22:02:34		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
774	22:02:35	22:02:35	22:02:35	22:02:35	22:02:36	22:02:36			22:02:36	22:02:36	22:02:36	22:02:36	22:02:56	22:02:56	22:02:56	22:02:56	22:02:56	22:02:56			22:02:59	22:02:59		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
775	22:03:00	22:03:00	22:03:00	22:03:00	22:03:01	22:03:01			22:03:01	22:03:01	22:03:01	22:03:01	22:03:22	22:03:22	22:03:22	22:03:22	22:03:22	22:03:22			22:03:25	22:03:25		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
776	22:03:26	22:03:26	22:03:26	22:03:26	22:03:26	22:03:26			22:03:26	22:03:26	22:03:26	22:03:26	22:03:47	22:03:47	22:03:47	22:03:47	22:03:47	22:03:47			22:03:50	22:03:50		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
777	22:03:51	22:03:51	22:03:51	22:03:51	22:03:51	22:03:51			22:03:51	22:03:51	22:03:51	22:03:51	22:04:12	22:04:12	22:04:12	22:04:12	22:04:12	22:04:12			22:04:15	22:04:15		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
778	22:04:16	22:04:16	22:04:16	22:04:16	22:04:16	22:04:16			22:04:16	22:04:16	22:04:16	22:04:16	22:04:38	22:04:38	22:04:39	22:04:39	22:04:39	22:04:39			22:04:41	22:04:41		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
779	22:04:43	22:04:43	22:04:43	22:04:43	22:04:43	22:04:43			22:04:43	22:04:43	22:04:43	22:04:43	22:05:04	22:05:04	22:05:04	22:05:04	22:05:04	22:05:04			22:05:07	22:05:07		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
780	22:05:08	22:05:08	22:05:08	22:05:08	22:05:08	22:05:08			22:05:08	22:05:08	22:05:08	22:05:08	22:05:29	22:05:29	22:05:29	22:05:29	22:05:29	22:05:29	22:05:29	22:05:29	22:05:35	22:05:35		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00	00:00:00	00:00:06	00:00:26
781	22:05:36	22:05:36	22:05:36	22:05:36	22:05:36	22:05:36			22:05:36	22:05:36	22:05:36	22:05:36	22:05:58	22:05:58	22:05:58	22:05:58	22:05:58	22:05:58			22:06:01	22:06:01		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
782	22:06:02	22:06:02	22:06:02	22:06:02	22:06:02	22:06:02			22:06:02	22:06:02	22:06:02	22:06:02	22:06:23	22:06:23	22:06:23	22:06:23	22:06:23	22:06:23			22:06:26	22:06:26		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
783	22:06:27	22:06:27	22:06:27	22:06:27	22:06:27	22:06:27			22:06:27	22:06:27	22:06:27	22:06:27	22:06:50	22:06:50	22:06:50	22:06:50	22:06:50	22:06:50			22:06:52	22:06:52		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
784	22:06:54	22:06:54	22:06:54	22:06:54	22:06:54	22:06:54			22:06:54	22:06:54	22:06:54	22:06:54	22:07:14	22:07:14	22:07:14	22:07:14	22:07:14	22:07:14			22:07:17	22:07:17		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
785	22:07:18	22:07:18	22:07:18	22:07:18	22:07:18	22:07:18			22:07:18	22:07:18	22:07:18	22:07:18	22:07:40	22:07:40	22:07:40	22:07:40	22:07:41	22:07:41			22:07:43	22:07:43		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
786	22:07:45	22:07:45	22:07:45	22:07:45	22:07:45	22:07:45			22:07:45	22:07:45	22:07:45	22:07:45	22:08:05	22:08:05	22:08:05	22:08:05	22:08:05	22:08:05			22:08:08	22:08:08		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
787	22:08:09	22:08:09	22:08:09	22:08:09	22:08:09	22:08:09			22:08:10	22:08:10	22:08:10	22:08:10	22:08:32	22:08:32	22:08:32	22:08:32	22:08:32	22:08:32			22:08:35	22:08:35		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
788	22:08:36	22:08:36	22:08:36	22:08:36	22:08:36	22:08:36			22:08:36	22:08:36	22:08:36	22:08:36	22:08:56	22:08:56	22:08:56	22:08:56	22:08:56	22:08:56			22:08:59	22:08:59		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
789	22:09:00	22:09:00	22:09:01	22:09:01	22:09:01	22:09:01			22:09:01	22:09:01	22:09:01	22:09:01	22:09:23	22:09:23	22:09:23	22:09:23	22:09:23	22:09:23			22:09:26	22:09:26		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
790	22:09:27	22:09:27	22:09:27	22:09:27	22:09:27	22:09:27			22:09:27	22:09:27	22:09:27	22:09:27	22:09:48	22:09:48	22:09:48	22:09:48	22:09:48	22:09:48	22:09:48	22:09:48	22:09:53	22:09:53		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00	00:00:00	00:00:04	00:00:25
791	22:09:54	22:09:54	22:09:54	22:09:54	22:09:54	22:09:54			22:09:54	22:09:54	22:09:54	22:09:54	22:10:17	22:10:17	22:10:17	22:10:17	22:10:17	22:10:17			22:10:19	22:10:19		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
792	22:10:21	22:10:21	22:10:21	22:10:21	22:10:21	22:10:21			22:10:21	22:10:21	22:10:21	22:10:21	22:10:41	22:10:41	22:10:41	22:10:41	22:10:42	22:10:42			22:10:44	22:10:44		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
793	22:10:46	22:10:46	22:10:46	22:10:46	22:10:46	22:10:46			22:10:46	22:10:46	22:10:46	22:10:46	22:11:06	22:11:06	22:11:06	22:11:06	22:11:06	22:11:06			22:11:09	22:11:09		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
794	22:11:11	22:11:11	22:11:11	22:11:11	22:11:11	22:11:11			22:11:11	22:11:11	22:11:11	22:11:11	22:11:32	22:11:32	22:11:32	22:11:32	22:11:32	22:11:32			22:11:35	22:11:35		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
795	22:11:36	22:11:36	22:11:36	22:11:36	22:11:36	22:11:36			22:11:36	22:11:36	22:11:36	22:11:36	22:11:57	22:11:57	22:11:57	22:11:57	22:11:57	22:11:57			22:12:00	22:12:00		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
796	22:12:01	22:12:01	22:12:01	22:12:01	22:12:01	22:12:01			22:12:01	22:12:01	22:12:01	22:12:01	22:12:22	22:12:22	22:12:22	22:12:22	22:12:22	22:12:22			22:12:25	22:12:25		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
797	22:12:26	22:12:26	22:12:26	22:12:26	22:12:26	22:12:26			22:12:26	22:12:26	22:12:27	22:12:27	22:12:48	22:12:48	22:12:48	22:12:48	22:12:48	22:12:48			22:12:51	22:12:51		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
798	22:12:52	22:12:52	22:12:52	22:12:52	22:12:52	22:12:52			22:12:52	22:12:52	22:12:52	22:12:52	22:13:13	22:13:13	22:13:13	22:13:13	22:13:14	22:13:14			22:13:16	22:13:16		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
799	22:13:18	22:13:18	22:13:18	22:13:18	22:13:18	22:13:18			22:13:18	22:13:18	22:13:18	22:13:18	22:13:39	22:13:39	22:13:39	22:13:39	22:13:39	22:13:39			22:13:42	22:13:42		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
800	22:13:43	22:13:43	22:13:43	22:13:43	22:13:43	22:13:43			22:13:43	22:13:43	22:13:43	22:13:43	22:14:06	22:14:06	22:14:06	22:14:06	22:14:06	22:14:06	22:14:06	22:14:06	22:14:12	22:14:12		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00	00:00:00	00:00:06	00:00:28
801	22:14:13	22:14:13	22:14:13	22:14:13	22:14:13	22:14:13			22:14:13	22:14:13	22:14:13	22:14:13	22:14:34	22:14:34	22:14:34	22:14:34	22:14:34	22:14:34			22:14:37	22:14:37		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
802	22:14:38	22:14:38	22:14:38	22:14:38	22:14:38	22:14:38			22:14:38	22:14:38	22:14:38	22:14:38	22:14:59	22:14:59	22:14:59	22:14:59	22:15:00	22:15:00			22:15:02	22:15:02		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
803	22:15:04	22:15:04	22:15:04	22:15:04	22:15:04	22:15:04			22:15:04	22:15:04	22:15:04	22:15:04	22:15:24	22:15:24	22:15:24	22:15:24	22:15:24	22:15:24			22:15:27	22:15:27		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
804	22:15:28	22:15:28	22:15:28	22:15:28	22:15:28	22:15:28			22:15:28	22:15:28	22:15:28	22:15:28	22:15:51	22:15:51	22:15:51	22:15:51	22:15:51	22:15:51			22:15:54	22:15:54		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
805	22:15:55	22:15:55	22:15:55	22:15:55	22:15:55	22:15:55			22:15:55	22:15:55	22:15:55	22:15:55	22:16:17	22:16:17	22:16:17	22:16:17	22:16:17	22:16:17			22:16:20	22:16:20		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
806	22:16:21	22:16:21	22:16:21	22:16:21	22:16:21	22:16:21			22:16:21	22:16:21	22:16:21	22:16:21	22:16:49	22:16:49	22:16:49	22:16:49	22:16:49	22:16:49			22:16:52	22:16:52		00:00:00	00:00:00		00:00:00	00:00:00	00:00:27	00:00:00	00:00:00		00:00:02	00:00:31
807	22:16:54	22:16:54	22:16:54	22:16:54	22:16:54	22:16:54			22:16:54	22:16:54	22:16:54	22:16:54	22:17:17	22:17:17	22:17:17	22:17:17	22:17:17	22:17:17			22:17:20	22:17:20		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
808	22:17:21	22:17:21	22:17:21	22:17:21	22:17:21	22:17:21			22:17:21	22:17:21	22:17:21	22:17:21	22:17:44	22:17:44	22:17:44	22:17:44	22:17:44	22:17:44			22:17:47	22:17:47		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
809	22:17:48	22:17:48	22:17:48	22:17:48	22:17:48	22:17:48			22:17:48	22:17:48	22:17:48	22:17:48	22:18:09	22:18:09	22:18:09	22:18:09	22:18:09	22:18:09			22:18:12	22:18:12		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
810	22:18:13	22:18:13	22:18:13	22:18:13	22:18:13	22:18:13			22:18:13	22:18:13	22:18:13	22:18:13	22:18:35	22:18:35	22:18:35	22:18:35	22:18:36	22:18:36	22:18:36	22:18:36	22:18:40	22:18:40		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00	00:00:00	00:00:04	00:00:26
811	22:18:41	22:18:41	22:18:41	22:18:41	22:18:41	22:18:41			22:18:41	22:18:41	22:18:41	22:18:41	22:19:02	22:19:02	22:19:02	22:19:02	22:19:02	22:19:02			22:19:05	22:19:05		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:24
812	22:19:06	22:19:06	22:19:06	22:19:06	22:19:06	22:19:06			22:19:06	22:19:06	22:19:06	22:19:06	22:19:29	22:19:29	22:19:29	22:19:29	22:19:29	22:19:29			22:19:32	22:19:32		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
813	22:19:33	22:19:33	22:19:33	22:19:33	22:19:33	22:19:33			22:19:33	22:19:33	22:19:33	22:19:33	22:19:54	22:19:54	22:19:54	22:19:54	22:19:54	22:19:54			22:19:57	22:19:57		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
814	22:19:58	22:19:58	22:19:58	22:19:58	22:19:58	22:19:58			22:19:58	22:19:58	22:19:58	22:19:58	22:20:18	22:20:18	22:20:19	22:20:19	22:20:19	22:20:19			22:20:21	22:20:21		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
815	22:20:23	22:20:23	22:20:23	22:20:23	22:20:23	22:20:23			22:20:23	22:20:23	22:20:23	22:20:23	22:20:46	22:20:46	22:20:46	22:20:46	22:20:46	22:20:46			22:20:49	22:20:49		00:00:00	00:00:00		00:00:00	00:00:00	00:00:23	00:00:00	00:00:00		00:00:02	00:00:26
816	22:20:50	22:20:50	22:20:50	22:20:50	22:20:50	22:20:50			22:20:50	22:20:50	22:20:50	22:20:50	22:21:11	22:21:11	22:21:11	22:21:11	22:21:11	22:21:11			22:21:14	22:21:14		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:24
817	22:21:15	22:21:15	22:21:15	22:21:15	22:21:16	22:21:16			22:21:16	22:21:16	22:21:16	22:21:16	22:21:37	22:21:37	22:21:37	22:21:37	22:21:37	22:21:37			22:21:40	22:21:40		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
818	22:21:41	22:21:41	22:21:41	22:21:41	22:21:41	22:21:41			22:21:42	22:21:42	22:21:42	22:21:42	22:22:02	22:22:02	22:22:02	22:22:02	22:22:03	22:22:03			22:22:05	22:22:05		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
819	22:22:07	22:22:07	22:22:07	22:22:07	22:22:07	22:22:07			22:22:07	22:22:07	22:22:07	22:22:07	22:22:28	22:22:28	22:22:28	22:22:28	22:22:28	22:22:28			22:22:31	22:22:31		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
820	22:22:33	22:22:33	22:22:33	22:22:33	22:22:33	22:22:33			22:22:33	22:22:33	22:22:33	22:22:33	22:22:53	22:22:53	22:22:53	22:22:53	22:22:53	22:22:53	22:22:53	22:22:53	22:23:00	22:23:00		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00	00:00:00	00:00:06	00:00:26
821	22:23:01	22:23:01	22:23:01	22:23:01	22:23:01	22:23:01			22:23:01	22:23:01	22:23:01	22:23:01	22:23:22	22:23:22	22:23:22	22:23:22	22:23:22	22:23:22			22:23:25	22:23:25		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
822	22:23:26	22:23:26	22:23:26	22:23:26	22:23:27	22:23:27			22:23:27	22:23:27	22:23:27	22:23:27	22:23:47	22:23:47	22:23:47	22:23:47	22:23:47	22:23:47			22:23:50	22:23:50		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
823	22:23:51	22:23:51	22:23:51	22:23:51	22:23:51	22:23:51			22:23:51	22:23:51	22:23:51	22:23:51	22:24:13	22:24:13	22:24:13	22:24:13	22:24:13	22:24:13			22:24:16	22:24:16		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
824	22:24:17	22:24:17	22:24:17	22:24:17	22:24:17	22:24:17			22:24:17	22:24:17	22:24:17	22:24:17	22:24:38	22:24:38	22:24:38	22:24:38	22:24:38	22:24:38			22:24:41	22:24:41		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
825	22:24:42	22:24:42	22:24:42	22:24:42	22:24:42	22:24:42			22:24:42	22:24:42	22:24:42	22:24:42	22:25:05	22:25:05	22:25:05	22:25:05	22:25:05	22:25:05			22:25:08	22:25:08		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
826	22:25:09	22:25:09	22:25:09	22:25:09	22:25:10	22:25:10			22:25:10	22:25:10	22:25:10	22:25:10	22:25:30	22:25:30	22:25:30	22:25:30	22:25:30	22:25:30			22:25:33	22:25:33		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
827	22:25:34	22:25:34	22:25:34	22:25:34	22:25:34	22:25:34			22:25:34	22:25:34	22:25:34	22:25:34	22:25:57	22:25:57	22:25:57	22:25:57	22:25:57	22:25:57			22:26:00	22:26:00		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
