Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
24	13:19:08	13:19:08	13:19:08	13:19:08	13:19:08	13:19:08			13:19:08	13:19:08	13:19:08	13:19:08	13:19:28	13:19:28	13:19:28	13:19:28	13:19:28	13:19:28			13:19:31	13:19:31		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:22
25	13:19:31	13:19:31	13:19:31	13:19:31	13:19:31	13:19:31			13:19:31	13:19:31	13:19:31	13:19:31	13:19:52	13:19:52	13:19:52	13:19:52	13:19:52	13:19:52			13:19:55	13:19:55		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
26	13:19:55	13:19:55	13:19:55	13:19:55	13:19:55	13:19:55			13:19:55	13:19:55	13:19:55	13:19:55	13:20:14	13:20:14	13:20:15	13:20:15	13:20:15	13:20:15			13:20:17	13:20:17		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:22
27	13:20:17	13:20:17	13:20:17	13:20:17	13:20:17	13:20:17			13:20:18	13:20:18	13:20:18	13:20:18	13:20:37	13:20:37	13:20:37	13:20:37	13:20:37	13:20:37			13:20:40	13:20:40		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:22
28	13:20:40	13:20:40	13:20:40	13:20:40	13:20:40	13:20:40			13:20:40	13:20:40	13:20:40	13:20:40	13:21:02	13:21:02	13:21:02	13:21:02	13:21:02	13:21:02			13:21:05	13:21:05		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
29	13:21:05	13:21:05	13:21:05	13:21:05	13:21:05	13:21:05			13:21:05	13:21:05	13:21:06	13:21:06	13:21:25	13:21:25	13:21:25	13:21:25	13:21:25	13:21:25			13:21:27	13:21:27		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:22
30	13:21:27	13:21:27	13:21:27	13:21:27	13:21:28	13:21:28			13:21:28	13:21:28	13:21:28	13:21:28	13:21:48	13:21:48	13:21:48	13:21:48	13:21:48	13:21:48	13:21:48	13:21:48	13:21:52	13:21:52		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00	00:00:00	00:00:03	00:00:24
31	13:21:52	13:21:52	13:21:52	13:21:52	13:21:52	13:21:52			13:21:52	13:21:52	13:21:52	13:21:52	13:22:12	13:22:12	13:22:13	13:22:13	13:22:13	13:22:13			13:22:15	13:22:15		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
32	13:22:15	13:22:15	13:22:15	13:22:15	13:22:15	13:22:15			13:22:15	13:22:15	13:22:16	13:22:16	13:22:36	13:22:36	13:22:36	13:22:36	13:22:36	13:22:36			13:22:38	13:22:38		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
33	13:22:38	13:22:38	13:22:38	13:22:38	13:22:39	13:22:39			13:22:39	13:22:39	13:22:39	13:22:39	13:22:59	13:22:59	13:22:59	13:22:59	13:23:00	13:23:00			13:23:02	13:23:02		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
34	13:23:02	13:23:02	13:23:02	13:23:02	13:23:02	13:23:02			13:23:02	13:23:02	13:23:02	13:23:02	13:23:23	13:23:23	13:23:23	13:23:23	13:23:23	13:23:23			13:23:26	13:23:26		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
35	13:23:26	13:23:26	13:23:26	13:23:26	13:23:26	13:23:26			13:23:26	13:23:26	13:23:26	13:23:26	13:23:47	13:23:47	13:23:47	13:23:47	13:23:47	13:23:47			13:23:50	13:23:50		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:23
36	13:23:50	13:23:50	13:23:50	13:23:50	13:23:50	13:23:50			13:23:50	13:23:50	13:23:50	13:23:50	13:24:11	13:24:11	13:24:11	13:24:11	13:24:11	13:24:11			13:24:14	13:24:14		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
37	13:24:14	13:24:14	13:24:14	13:24:14	13:24:14	13:24:14			13:24:14	13:24:14	13:24:14	13:24:14	13:24:34	13:24:34	13:24:34	13:24:34	13:24:34	13:24:34			13:24:36	13:24:36		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:22
38	13:24:36	13:24:36	13:24:37	13:24:37	13:24:37	13:24:37			13:24:37	13:24:37	13:24:37	13:24:37	13:24:59	13:24:59	13:24:59	13:24:59	13:24:59	13:24:59			13:25:02	13:25:02		00:00:00	00:00:00		00:00:00	00:00:00	00:00:22	00:00:00	00:00:00		00:00:02	00:00:25
39	13:25:02	13:25:02	13:25:02	13:25:02	13:25:02	13:25:02			13:25:02	13:25:02	13:25:02	13:25:02	13:25:23	13:25:23	13:25:23	13:25:23	13:25:23	13:25:23			13:25:25	13:25:25		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
40	13:25:26	13:25:26	13:25:26	13:25:26	13:25:26	13:25:26			13:25:26	13:25:26	13:25:26	13:25:26	13:25:46	13:25:46	13:25:46	13:25:46	13:25:46	13:25:46	13:25:46	13:25:46	13:25:50	13:25:50		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00	00:00:00	00:00:04	00:00:24
41	13:25:50	13:25:50	13:25:50	13:25:50	13:25:51	13:25:51			13:25:51	13:25:51	13:25:51	13:25:51	13:26:11	13:26:11	13:26:11	13:26:11	13:26:11	13:26:11			13:26:13	13:26:13		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:22
42	13:26:13	13:26:13	13:26:14	13:26:14	13:26:14	13:26:14			13:26:14	13:26:14	13:26:14	13:26:14	13:26:34	13:26:34	13:26:34	13:26:34	13:26:35	13:26:35			13:26:37	13:26:37		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
43	13:26:37	13:26:37	13:26:37	13:26:37	13:26:38	13:26:38			13:26:38	13:26:38	13:26:38	13:26:38	13:26:57	13:26:57	13:26:57	13:26:57	13:26:57	13:26:57			13:27:00	13:27:00		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:22
44	13:27:00	13:27:00	13:27:00	13:27:00	13:27:00	13:27:00			13:27:00	13:27:00	13:27:00	13:27:00	13:27:22	13:27:22	13:27:22	13:27:22	13:27:22	13:27:22			13:27:25	13:27:25		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
45	13:27:25	13:27:25	13:27:25	13:27:25	13:27:25	13:27:25			13:27:25	13:27:25	13:27:25	13:27:25	13:27:46	13:27:46	13:27:46	13:27:46	13:27:46	13:27:46			13:27:49	13:27:49		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:24
46	13:27:49	13:27:49	13:27:49	13:27:49	13:27:49	13:27:49			13:27:49	13:27:49	13:27:49	13:27:49	13:28:08	13:28:08	13:28:09	13:28:09	13:28:09	13:28:09			13:28:11	13:28:11		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:22
47	13:28:11	13:28:11	13:28:11	13:28:11	13:28:12	13:28:12			13:28:12	13:28:12	13:28:12	13:28:12	13:28:33	13:28:33	13:28:33	13:28:33	13:28:33	13:28:33			13:28:35	13:28:35		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
48	13:28:35	13:28:35	13:28:35	13:28:35	13:28:36	13:28:36			13:28:36	13:28:36	13:28:36	13:28:36	13:28:57	13:28:57	13:28:57	13:28:57	13:28:57	13:28:57			13:29:00	13:29:00		00:00:00	00:00:00		00:00:00	00:00:00	00:00:21	00:00:00	00:00:00		00:00:02	00:00:24
49	13:29:00	13:29:00	13:29:00	13:29:00	13:29:00	13:29:00			13:29:00	13:29:00	13:29:00	13:29:00	13:29:20	13:29:20	13:29:20	13:29:20	13:29:20	13:29:20			13:29:23	13:29:23		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:23
50	13:29:23	13:29:23	13:29:23	13:29:23	13:29:23	13:29:23			13:29:24	13:29:24	13:29:24	13:29:24	13:29:42	13:29:42	13:29:42	13:29:42	13:29:43	13:29:43	13:29:43	13:29:43	13:29:47	13:29:47		00:00:00	00:00:00		00:00:00	00:00:00	00:00:18	00:00:00	00:00:00	00:00:00	00:00:03	00:00:23
51	13:29:47	13:29:47	13:29:47	13:29:47	13:29:47	13:29:47			13:29:47	13:29:47	13:29:47	13:29:47	13:30:06	13:30:06	13:30:06	13:30:06	13:30:06	13:30:06			13:30:09	13:30:09		00:00:00	00:00:00		00:00:00	00:00:00	00:00:18	00:00:00	00:00:00		00:00:02	00:00:21
52	13:30:09	13:30:09	13:30:09	13:30:09	13:30:09	13:30:09			13:30:09	13:30:09	13:30:09	13:30:09	13:30:29	13:30:29	13:30:29	13:30:29	13:30:29	13:30:29			13:30:32	13:30:32		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:23
53	13:30:32	13:30:32	13:30:32	13:30:32	13:30:32	13:30:32			13:30:32	13:30:32	13:30:32	13:30:32	13:30:53	13:30:53	13:30:53	13:30:53	13:30:53	13:30:53			13:30:56	13:30:56		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:24
54	13:30:56	13:30:56	13:30:56	13:30:56	13:30:57	13:30:57			13:30:57	13:30:57	13:30:57	13:30:57	13:31:16	13:31:16	13:31:16	13:31:16	13:31:16	13:31:16			13:31:18	13:31:18		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:22
55	13:31:18	13:31:18	13:31:18	13:31:18	13:31:19	13:31:19			13:31:19	13:31:19	13:31:19	13:31:19	13:31:39	13:31:39	13:31:39	13:31:39	13:31:39	13:31:39			13:31:42	13:31:42		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:23
56	13:31:42	13:31:42	13:31:42	13:31:42	13:31:42	13:31:42			13:31:42	13:31:42	13:31:42	13:31:42	13:32:02	13:32:02	13:32:02	13:32:02	13:32:02	13:32:02			13:32:05	13:32:05		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:23
57	13:32:05	13:32:05	13:32:05	13:32:05	13:32:06	13:32:06			13:32:06	13:32:06	13:32:06	13:32:06	13:32:24	13:32:24	13:32:25	13:32:25	13:32:25	13:32:25			13:32:27	13:32:27		00:00:00	00:00:00		00:00:00	00:00:00	00:00:18	00:00:00	00:00:00		00:00:02	00:00:22
58	13:32:27	13:32:27	13:32:27	13:32:27	13:32:28	13:32:28			13:32:28	13:32:28	13:32:28	13:32:28	13:32:46	13:32:46	13:32:46	13:32:46	13:32:46	13:32:46			13:32:49	13:32:49		00:00:00	00:00:00		00:00:00	00:00:00	00:00:18	00:00:00	00:00:00		00:00:02	00:00:21
59	13:32:49	13:32:49	13:32:49	13:32:49	13:32:50	13:32:50			13:32:50	13:32:50	13:32:50	13:32:50	13:33:10	13:33:10	13:33:10	13:33:10	13:33:10	13:33:10			13:33:13	13:33:13		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
60	13:33:13	13:33:13	13:33:13	13:33:13	13:33:13	13:33:13			13:33:13	13:33:13	13:33:13	13:33:13	13:33:32	13:33:32	13:33:32	13:33:32	13:33:32	13:33:32	13:33:32	13:33:32	13:33:36	13:33:36		00:00:00	00:00:00		00:00:00	00:00:00	00:00:18	00:00:00	00:00:00	00:00:00	00:00:04	00:00:23
61	13:33:36	13:33:36	13:33:36	13:33:36	13:33:37	13:33:37			13:33:37	13:33:37	13:33:37	13:33:37	13:33:55	13:33:55	13:33:55	13:33:55	13:33:56	13:33:56			13:33:58	13:33:58		00:00:00	00:00:00		00:00:00	00:00:00	00:00:18	00:00:00	00:00:00		00:00:02	00:00:21
62	13:33:58	13:33:58	13:33:58	13:33:58	13:33:59	13:33:59			13:33:59	13:33:59	13:33:59	13:33:59	13:34:18	13:34:18	13:34:18	13:34:18	13:34:18	13:34:18			13:34:21	13:34:21		00:00:00	00:00:00		00:00:00	00:00:00	00:00:18	00:00:00	00:00:00		00:00:02	00:00:22
63	13:34:21	13:34:21	13:34:21	13:34:21	13:34:21	13:34:21			13:34:21	13:34:21	13:34:21	13:34:21	13:34:40	13:34:40	13:34:40	13:34:40	13:34:40	13:34:40			13:34:42	13:34:42		00:00:00	00:00:00		00:00:00	00:00:00	00:00:18	00:00:00	00:00:00		00:00:02	00:00:21
64	13:34:42	13:34:42	13:34:42	13:34:42	13:34:43	13:34:43			13:34:43	13:34:43	13:34:43	13:34:43	13:35:01	13:35:01	13:35:01	13:35:01	13:35:02	13:35:02			13:35:04	13:35:04		00:00:00	00:00:00		00:00:00	00:00:00	00:00:18	00:00:00	00:00:00		00:00:02	00:00:21
65	13:35:04	13:35:04	13:35:04	13:35:04	13:35:05	13:35:05			13:35:05	13:35:05	13:35:05	13:35:05	13:35:23	13:35:23	13:35:23	13:35:23	13:35:23	13:35:23			13:35:26	13:35:26		00:00:00	00:00:00		00:00:00	00:00:00	00:00:17	00:00:00	00:00:00		00:00:02	00:00:21
66	13:35:26	13:35:26	13:35:26	13:35:26	13:35:26	13:35:26			13:35:27	13:35:27	13:35:27	13:35:27	13:35:45	13:35:45	13:35:45	13:35:45	13:35:45	13:35:45			13:35:48	13:35:48		00:00:00	00:00:00		00:00:00	00:00:00	00:00:18	00:00:00	00:00:00		00:00:02	00:00:22
67	13:35:48	13:35:48	13:35:48	13:35:48	13:35:49	13:35:49			13:35:49	13:35:49	13:35:49	13:35:49	13:36:07	13:36:07	13:36:07	13:36:07	13:36:07	13:36:07			13:36:10	13:36:10		00:00:00	00:00:00		00:00:00	00:00:00	00:00:17	00:00:00	00:00:00		00:00:02	00:00:21
68	13:36:10	13:36:10	13:36:10	13:36:10	13:36:10	13:36:10			13:36:11	13:36:11	13:36:11	13:36:11	13:36:30	13:36:30	13:36:30	13:36:30	13:36:30	13:36:30			13:36:33	13:36:33		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:23
69	13:36:33	13:36:33	13:36:33	13:36:33	13:36:34	13:36:34			13:36:34	13:36:34	13:36:34	13:36:34	13:36:52	13:36:52	13:36:52	13:36:52	13:36:52	13:36:52			13:36:55	13:36:55		00:00:00	00:00:00		00:00:00	00:00:00	00:00:18	00:00:00	00:00:00		00:00:02	00:00:22
70	13:36:55	13:36:55	13:36:55	13:36:55	13:36:56	13:36:56			13:36:56	13:36:56	13:36:56	13:36:56	13:37:14	13:37:14	13:37:14	13:37:14	13:37:14	13:37:14	13:37:14	13:37:14	13:37:19	13:37:19		00:00:00	00:00:00		00:00:00	00:00:00	00:00:18	00:00:00	00:00:00	00:00:00	00:00:04	00:00:23
71	13:37:19	13:37:19	13:37:19	13:37:19	13:37:19	13:37:19			13:37:19	13:37:19	13:37:19	13:37:19	13:37:38	13:37:38	13:37:38	13:37:38	13:37:38	13:37:38			13:37:41	13:37:41		00:00:00	00:00:00		00:00:00	00:00:00	00:00:18	00:00:00	00:00:00		00:00:02	00:00:22
72	13:37:41	13:37:41	13:37:41	13:37:41	13:37:42	13:37:42			13:37:42	13:37:42	13:37:42	13:37:42	13:38:00	13:38:00	13:38:00	13:38:00	13:38:00	13:38:00			13:38:03	13:38:03		00:00:00	00:00:00		00:00:00	00:00:00	00:00:18	00:00:00	00:00:00		00:00:02	00:00:21
73	13:38:03	13:38:03	13:38:03	13:38:03	13:38:03	13:38:03			13:38:04	13:38:04	13:38:04	13:38:04	13:38:22	13:38:22	13:38:22	13:38:22	13:38:22	13:38:22			13:38:25	13:38:25		00:00:00	00:00:00		00:00:00	00:00:00	00:00:18	00:00:00	00:00:00		00:00:02	00:00:22
74	13:38:25	13:38:25	13:38:25	13:38:25	13:38:26	13:38:26			13:38:26	13:38:26	13:38:26	13:38:26	13:38:44	13:38:44	13:38:44	13:38:44	13:38:44	13:38:44			13:38:46	13:38:46		00:00:00	00:00:00		00:00:00	00:00:00	00:00:18	00:00:00	00:00:00		00:00:02	00:00:21
75	13:38:47	13:38:47	13:38:47	13:38:47	13:38:47	13:38:47			13:38:47	13:38:47	13:38:47	13:38:47	13:39:06	13:39:06	13:39:06	13:39:06	13:39:06	13:39:06			13:39:09	13:39:09		00:00:00	00:00:00		00:00:00	00:00:00	00:00:18	00:00:00	00:00:00		00:00:02	00:00:22
76	13:39:09	13:39:09	13:39:09	13:39:09	13:39:10	13:39:10			13:39:10	13:39:10	13:39:10	13:39:10	13:39:28	13:39:28	13:39:28	13:39:28	13:39:28	13:39:28			13:39:31	13:39:31		00:00:00	00:00:00		00:00:00	00:00:00	00:00:18	00:00:00	00:00:00		00:00:02	00:00:21
77	13:39:31	13:39:31	13:39:31	13:39:31	13:39:31	13:39:31			13:39:31	13:39:31	13:39:31	13:39:31	13:39:51	13:39:51	13:39:51	13:39:51	13:39:51	13:39:51			13:39:54	13:39:54		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:23
78	13:39:54	13:39:54	13:39:54	13:39:54	13:39:55	13:39:55			13:39:55	13:39:55	13:39:55	13:39:55	13:40:14	13:40:14	13:40:14	13:40:14	13:40:14	13:40:14			13:40:17	13:40:17		00:00:00	00:00:00		00:00:00	00:00:00	00:00:19	00:00:00	00:00:00		00:00:02	00:00:22
79	13:40:17	13:40:17	13:40:17	13:40:17	13:40:18	13:40:18			13:40:18	13:40:18	13:40:18	13:40:18	13:40:38	13:40:38	13:40:38	13:40:38	13:40:38	13:40:38			13:40:40	13:40:40		00:00:00	00:00:00		00:00:00	00:00:00	00:00:20	00:00:00	00:00:00		00:00:02	00:00:23
